"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"28.04.2014","108,12","109,50","110,20","107,86","246,47K","-1,33%"
"25.04.2014","109,58","110,33","110,63","109,25","216,21K","-0,68%"
"24.04.2014","110,33","109,22","110,65","109,07","215,43K","1,12%"
"23.04.2014","109,11","109,50","109,54","108,60","181,74K","-0,15%"
"22.04.2014","109,27","109,94","109,99","108,53","201,11K","-0,62%"
"21.04.2014","109,95","109,76","110,05","108,89","71,87K","0,38%"
"17.04.2014","109,53","109,60","110,19","109,08","163,99K","-0,06%"
"16.04.2014","109,60","109,43","110,36","109,00","229,36K","0,79%"
"15.04.2014","108,74","108,92","109,11","108,27","19,55K","-0,30%"
"14.04.2014","109,07","107,42","109,12","107,26","95,83K","1,62%"
"11.04.2014","107,33","107,35","107,87","106,98","105,40K","-0,12%"
"10.04.2014","107,46","107,90","107,92","107,26","124,82K","-0,48%"
"09.04.2014","107,98","107,50","108,14","107,12","144,72K","0,29%"
"08.04.2014","107,67","105,97","107,85","105,78","193,36K","1,75%"
"07.04.2014","105,82","106,35","106,63","105,13","215,20K","-0,84%"
"04.04.2014","106,72","106,17","107,04","106,10","184,07K","0,54%"
"03.04.2014","106,15","104,59","106,32","104,45","220,54K","1,30%"
"02.04.2014","104,79","105,32","105,85","103,95","271,60K","-0,79%"
"01.04.2014","105,62","107,66","107,80","105,10","195,03K","-1,99%"
"31.03.2014","107,76","108,00","108,33","107,05","145,62K","-0,29%"
"28.03.2014","108,07","107,73","108,39","107,62","140,35K","0,22%"
"27.03.2014","107,83","107,00","107,99","106,77","184,83K","0,75%"
"26.03.2014","107,03","106,97","107,35","106,48","166,38K","0,04%"
"25.03.2014","106,99","106,59","107,48","106,44","167,09K","0,17%"
"24.03.2014","106,81","107,01","107,50","106,45","142,79K","-0,10%"
"21.03.2014","106,92","106,22","107,77","106,01","167,80K","0,44%"
"20.03.2014","106,45","105,90","106,75","105,41","205,21K","0,57%"
"19.03.2014","105,85","106,60","106,87","105,71","188,48K","-0,88%"
"18.03.2014","106,79","106,40","106,85","105,85","170,58K","0,52%"
"17.03.2014","106,24","108,55","108,60","106,16","166,23K","-2,15%"
"14.03.2014","108,57","107,25","108,69","107,24","12,88K","1,10%"
"13.03.2014","107,39","108,26","108,51","106,98","86,26K","-0,58%"
"12.03.2014","108,02","108,41","108,55","107,61","159,23K","-0,49%"
"11.03.2014","108,55","107,88","108,70","107,83","146,85K","0,43%"
"10.03.2014","108,08","108,73","108,85","107,75","149,34K","-0,84%"
"07.03.2014","109,00","108,30","109,09","107,82","172,05K","0,83%"
"06.03.2014","108,10","107,66","108,54","107,37","228,72K","0,32%"
"05.03.2014","107,76","109,17","109,36","107,55","220,18K","-1,41%"
"04.03.2014","109,30","111,16","111,32","109,00","218,50K","-1,71%"
"03.03.2014","111,20","109,44","112,39","109,26","291,31K","1,95%"
"28.02.2014","109,07","108,85","109,34","108,40","189,56K","0,10%"
"27.02.2014","108,96","109,41","109,45","108,65","192,91K","-0,51%"
"26.02.2014","109,52","109,56","109,97","109,20","186,71K","0,01%"
"25.02.2014","109,51","110,64","110,64","109,42","198,16K","-1,02%"
"24.02.2014","110,64","109,65","110,77","109,50","202,52K","0,72%"
"21.02.2014","109,85","110,50","110,50","109,35","154,90K","-0,41%"
"20.02.2014","110,30","110,39","110,49","109,58","151,21K","-0,15%"
"19.02.2014","110,47","110,55","110,82","110,02","163,34K","0,01%"
"18.02.2014","110,46","109,07","110,70","108,84","150,35K","1,17%"
"17.02.2014","109,18","109,13","109,40","108,64","56,87K","0,09%"
"14.02.2014","109,08","108,58","109,25","107,85","146,75K","0,32%"
"13.02.2014","108,73","108,68","108,84","108,09","18,08K","-0,06%"
"12.02.2014","108,79","108,78","109,50","108,47","105,89K","0,10%"
"11.02.2014","108,68","108,52","109,24","108,47","137,26K","0,05%"
"10.02.2014","108,63","109,75","109,75","108,40","162,66K","-0,86%"
"07.02.2014","109,57","107,32","109,74","106,88","215,63K","2,22%"
"06.02.2014","107,19","106,28","107,48","106,15","205,08K","0,88%"
"05.02.2014","106,25","106,09","106,44","105,58","193,78K","0,44%"
"04.02.2014","105,78","105,85","106,23","105,49","186,44K","-0,25%"
"03.02.2014","106,04","106,40","106,72","105,40","264,73K","-0,34%"
"31.01.2014","106,40","107,75","107,94","106,30","231,46K","-1,44%"
"30.01.2014","107,95","107,85","108,40","107,65","188,73K","0,09%"
"29.01.2014","107,85","107,36","108,05","106,93","207,31K","0,41%"
"28.01.2014","107,41","106,86","107,79","106,76","188,30K","0,67%"
"27.01.2014","106,69","107,91","108,09","106,45","203,30K","-1,10%"
"24.01.2014","107,88","107,58","108,03","106,23","244,56K","0,28%"
"23.01.2014","107,58","108,14","108,28","107,37","241,80K","-0,64%"
"22.01.2014","108,27","106,90","108,33","106,78","184,00K","1,44%"
"21.01.2014","106,73","106,35","108,00","106,28","254,31K","0,36%"
"20.01.2014","106,35","106,28","106,65","105,81","103,66K","-0,12%"
"17.01.2014","106,48","105,55","106,95","105,44","198,42K","-0,57%"
"16.01.2014","107,09","106,82","107,35","106,44","14,56K","-0,04%"
"15.01.2014","107,13","106,17","107,55","105,80","70,78K","0,70%"
"14.01.2014","106,39","106,62","107,14","106,06","111,28K","-0,34%"
"13.01.2014","106,75","107,25","107,64","106,36","151,80K","-0,47%"
"10.01.2014","107,25","106,44","107,58","106,03","198,57K","0,81%"
"09.01.2014","106,39","107,35","108,20","106,12","175,37K","-0,71%"
"08.01.2014","107,15","107,49","107,95","107,00","185,54K","-0,19%"
"07.01.2014","107,35","107,03","107,72","106,88","188,20K","0,58%"
"06.01.2014","106,73","106,80","107,96","106,58","181,82K","-0,15%"
"03.01.2014","106,89","107,88","108,64","106,79","191,13K","-0,83%"
"02.01.2014","107,78","111,00","111,35","107,65","200,65K","-2,83%"
"01.01.2014","110,92","110,92","110,92","110,92","-","0,11%"
